"metabolite"	"comparison"	"contrast"	"diff"	"lwr"	"upr"	"p.adj"
"Lysine"	"Ex-Wt-Time"	"EX:AL:21-EX:ER:7"	1.43633952347341	0.0577032653632454	2.81497578158358	0.0342074491135637
"Lysine"	"Ex-Wt-Time"	"SED:ER:21-EX:ER:7"	1.32610545103937	0.156293794760152	2.49591710731859	0.0141444809418275
"2-Oxo-4-methylthiobutanoate"	"Weight"	"ER-AL"	-0.700060207856021	-1.16504026347001	-0.235080152242035	0.0038999383970082
"Methionine"	"Time"	"35-7"	0.650253555316513	0.125752769609448	1.17475434102358	0.0116225371731974
"Methionine"	"Time"	"35-21"	0.611334382581835	0.0723117995298623	1.15035696563381	0.0227078174053907
"Methionine"	"Ex-Time"	"SED:35-EX:7"	0.916710903911217	0.0379286333409361	1.7954931744815	0.0361878673070204
"Methionine"	"Wt-Time"	"AL:35-ER:21"	0.985751241358584	0.0452265175878054	1.92627596512936	0.0348499271195866
"anthine"	"Time"	"21-7"	-1.10773670872303	-2.14879868418985	-0.066674733256205	0.0346128511380379
"2-Aminooctanoic-acid"	"Time"	"35-7"	-0.747648152317125	-1.44006920681276	-0.0552270978214908	0.031545284932658
"2-Aminooctanoic-acid"	"Time"	"35-21"	-0.733761546438968	-1.44535358886206	-0.022169504015874	0.0418973909195542
"Phenyllactic-acid"	"Exercise"	"SED-EX"	-0.397760812314413	-0.683359927598999	-0.112161697029828	0.00725860647385701
"Phenyllactic-acid"	"Ex-Wt"	"SED:ER-EX:ER"	-0.660561168881402	-1.18245243511889	-0.138669902643914	0.00777375213495113
"Phenyllactic-acid"	"Ex-Time"	"SED:35-EX:35"	-0.747283708707725	-1.43491637508144	-0.0596510423340135	0.0257928779829391
"Phenyllactic-acid"	"Ex-Wt-Time"	"SED:ER:35-EX:ER:35"	-1.21891982115038	-2.30238956708486	-0.135450075215908	0.0154056943240575
"Quinolinate"	"Weight"	"ER-AL"	-0.43646458560651	-0.840060119463003	-0.0328690517500182	0.0345920410571048
"Quinolinate"	"Ex-Wt-Time"	"EX:ER:35-EX:ER:21"	-1.67164898156774	-3.27994490193412	-0.0633530612013611	0.0349954835629958
"sn-Glycerol-3-phosphate"	"Time"	"35-21"	0.76976852111558	0.139266480718098	1.40027056151306	0.0131390831718595
"sn-Glycerol-3-phosphate"	"Ex-Time"	"EX:21-SED:7"	-1.36907623353442	-2.5925499939483	-0.145602473120534	0.019927192752932
"sn-Glycerol-3-phosphate"	"Ex-Time"	"EX:35-EX:21"	1.23569773710011	0.0864442546854074	2.3849512195148	0.028242272791877
"Acetyl-aspartate"	"Weight"	"ER-AL"	0.276526210778502	0.0506392511759573	0.502413170381047	0.0174052382840334
"Acetyl-aspartate"	"Wt-Time"	"ER:35-AL:21"	0.593698111076173	0.0171508088131528	1.17024541333919	0.0400653034655528
"Acetyl-aspartate"	"Wt-Time"	"ER:35-AL:35"	0.567144323140706	0.0224483846936209	1.11184026158779	0.0367293773772595
"Glucose"	"Exercise"	"SED-EX"	0.439735993690156	0.01342652140168	0.866045465978633	0.0434509344245252
"Glucose"	"Ex-Time"	"SED:21-EX:7"	1.1910149056052	0.141527570057189	2.24050224115321	0.0175164343132059
"Glucose"	"Ex-Time"	"EX:35-EX:7"	1.09562693651884	0.0692080737083149	2.12204579932936	0.0300138430879532
"Acetyllysine"	"Weight"	"ER-AL"	-0.455508998795406	-0.799032106780373	-0.111985890810438	0.0103434645785143
"anthurenic-acid"	"Weight"	"ER-AL"	0.557863213474652	0.0950569312493256	1.02066949569998	0.019107514949167
"Glucarate"	"Weight"	"ER-AL"	-0.696467946163714	-1.2259822610395	-0.166953631287926	0.0109372932207525
"Glucarate"	"Ex-Wt"	"EX:ER-EX:AL"	-1.2512921383291	-2.25766859480796	-0.244915681850244	0.00920042987771197
"Pantothenate"	"Weight"	"ER-AL"	0.168151065525591	0.0196520315746177	0.316650099476564	0.0272379432810418
"Pantothenate"	"Time"	"35-7"	0.319652076289317	0.106672364621268	0.532631787957367	0.00189561369031299
"Pantothenate"	"Time"	"35-21"	0.283147199386273	0.0642707411437626	0.502023657628784	0.00813474335166853
"Pantothenate"	"Ex-Time"	"SED:35-EX:7"	0.369697449917411	0.0128575753064634	0.726537324528358	0.0382049873453728
"Pantothenate"	"Wt-Time"	"ER:35-AL:7"	0.459184589936469	0.0915289393453508	0.826840240527587	0.00665410838422198
"Pantothenate"	"Wt-Time"	"ER:35-AL:21"	0.452430339436938	0.0734057265786141	0.831454952295262	0.010724448131318
"Pantothenate"	"Ex-Wt-Time"	"SED:ER:35-EX:AL:7"	0.660057380872741	0.0480983455686212	1.27201641617686	0.0242097349796555
"Deoxyuridine"	"Time"	"35-7"	0.886434215075126	0.274921600942229	1.49794682920802	0.00275008254107567
"Deoxyuridine"	"Wt-Time"	"AL:35-ER:7"	1.33631550392875	0.266189681646415	2.40644132621109	0.00666617927640911
"Deoxyuridine"	"Ex-Wt-Time"	"SED:AL:35-EX:ER:7"	1.61759854166242	0.00323681665694942	3.23196026666788	0.0491169269877189
"Pro-Asp--PD-"	"Time"	"35-7"	0.616948354818779	0.122085790481473	1.11181091915608	0.0111059415760666
"Pro-Asp--PD-"	"Ex-Time"	"EX:35-SED:7"	0.981016710450317	0.0854599030565315	1.8765735178441	0.024077843311466
"Uridine"	"Time"	"35-7"	0.580023341014081	0.0379773987162573	1.12206928331191	0.0334082216371258
"anthosine"	"Time"	"21-7"	-1.36619137397931	-2.10603120602174	-0.626351541936888	0.000131038848136145
"anthosine"	"Ex-Time"	"EX:21-EX:7"	-1.86244923060886	-3.17035152055367	-0.554546940664056	0.00134350110436454
"anthosine"	"Ex-Time"	"EX:21-SED:7"	-2.03608490756232	-3.42845322092218	-0.643716594202454	0.000931953115092421
"anthosine"	"Ex-Time"	"EX:35-EX:21"	1.59466010602947	0.286757816084664	2.90256239597428	0.00861528129469447
"anthosine"	"Wt-Time"	"ER:21-AL:7"	-1.52055125774061	-2.80202855525359	-0.239073960227637	0.011390688849789
"anthosine"	"Wt-Time"	"ER:21-ER:7"	-1.63287095254341	-2.88488506342933	-0.380856841657484	0.00407142026226792
"anthosine"	"Wt-Time"	"ER:35-ER:21"	1.321971360279	0.116690775758941	2.52725194479907	0.023813001952388
"anthosine"	"Ex-Wt-Time"	"EX:ER:21-EX:AL:7"	-2.49526984861981	-4.59065348173404	-0.399886215505575	0.00790389782683998
"anthosine"	"Ex-Wt-Time"	"EX:ER:21-SED:ER:7"	-2.82727270452458	-5.04976266876815	-0.604782740281006	0.00334072544009612
"anthosine"	"Ex-Wt-Time"	"SED:AL:35-SED:ER:7"	-2.28683753011272	-4.42542949532483	-0.148245564900611	0.0264457993270969
"anthosine"	"Ex-Wt-Time"	"EX:ER:35-EX:ER:21"	1.99474785422533	0.0547995699537354	3.93469613849692	0.0387668652483026
"S-Methyl-5--thioadenosine"	"Weight"	"ER-AL"	-0.646461077549825	-1.26410506524144	-0.0288170898582065	0.0405732753036584
"S-Methyl-5--thioadenosine"	"Ex-Wt"	"SED:ER-EX:AL"	-1.24221829681037	-2.47804102628905	-0.00639556733169222	0.0483770220106811
"4-Phosphopantothenate"	"Ex-Time"	"EX:35-SED:21"	-1.41792584300718	-2.66136865824462	-0.174483027769743	0.0167485847622574
"Glutathione"	"Weight"	"ER-AL"	0.433256282947641	0.126554246553189	0.739958319342094	0.00651828496552631
"CMP"	"Weight"	"ER-AL"	0.811476371252015	0.311111185115374	1.31184155738866	0.00200114513128435
"CMP"	"Ex-Wt"	"EX:ER-SED:AL"	1.02685978770627	0.144809543040094	1.90891003237245	0.0164424597696278
"UMP"	"Weight"	"ER-AL"	0.46861745396618	0.0765478884846881	0.860687019447672	0.0200884093724883
"UMP"	"Wt-Time"	"ER:35-AL:21"	1.02678617772535	0.0260792282160665	2.02749312723463	0.0411935730743576
"UMP"	"Ex-Wt-Time"	"EX:ER:35-SED:AL:21"	1.68233557424635	0.197859610364045	3.16681153812865	0.0141897044986873
"Fructose-1-6-bisphosphate"	"Exercise"	"SED-EX"	0.70853856923197	0.120618540028164	1.29645859843577	0.0191293476701416
"Trehalose-Sucrose"	"Weight"	"ER-AL"	0.370436033457568	0.000588177577053928	0.740283889338082	0.0496499522826691
"AMP"	"Time"	"35-7"	-1.08368438644132	-2.1518723743364	-0.0154963985462346	0.0460718481505071
"AMP"	"Wt-Time"	"ER:35-ER:7"	-1.92824506690438	-3.72420258899851	-0.132287544810245	0.0285891027599232
"ADP"	"Exercise"	"SED-EX"	0.534967215093366	0.0755382822701574	0.994396147916575	0.023349437477951
"FMN"	"Time"	"21-7"	0.968023788617742	0.158646723974974	1.77740085326051	0.015414082703011
"FAD"	"Weight"	"ER-AL"	-0.470704544896637	-0.884394569718601	-0.0570145200746728	0.0265352498326127
"FAD"	"Wt-Time"	"AL:35-ER:7"	1.07433365079975	0.0360426755874501	2.11262462601204	0.0385887651639658
